NAME	s0_1_H52JYCCXY_L2	s0_2_H52JYCCXY_L2	s0_3_H52JYCCXY_L2	s8_1_H52JYCCXY_L2	s8_2_H52JYCCXY_L1	s8_3_H52JYCCXY_L1
ABHD4	1858.21923397498	1950.86244579878	1980.61385357334	2079.58178640928	2278.52538221124	2181.64077594404
C1orf27	205.431272097736	213.543704291932	214.667759180751	318.360327194259	246.573889056928	251.908038038651
GEMIN4	605.088474178786	592.625163848928	635.902607384488	485.918394138606	499.997052809881	553.026018391829
ANKS3	447.279906067344	499.924020900492	445.53685867703	350.941062433438	371.002379368062	418.284509673481
PEX5L	69.0996097056021	59.5935918954229	57.7172748740698	39.0968822870143	28.538644566774	43.351615848512
SYNGR2	1669.59597504887	1779.53086909943	1583.6810158429	1794.73307260389	1993.1389365435	1967.22602728788
SNHG8	927.242059968418	711.812347639774	870.82204195965	722.361444160073	666.662737079841	695.969184162598
RPL27	6576.60204265616	5748.29855157934	6032.97409999487	5466.11649498447	5158.64539189007	5686.09166791429
MAP2K7	1235.38896811502	1436.04002692443	1269.78004722954	1083.54216624011	1156.38587784568	1166.97863203021
C7orf50	1682.66887418237	2017.0775479048	1757.84542423483	1440.99937572138	1684.92157522234	1567.68816230565
KIAA0232	484.63104644875	377.426082004345	388.832167572681	500.812444533659	523.969514245971	510.84606783652
GINS4	408.994987176402	418.810520820611	407.05867542765	356.526331331583	334.472914322592	318.692959751223
SESN1	163.411239168654	156.433178725485	152.900149227799	234.581293722086	213.46906135947	178.09312456686
U2AF2	5871.59926795711	6317.74842969116	6033.9866837646	5013.70971423474	5652.9347157866	5595.87344033766
TNRC6A	1454.82691785579	1376.446435029	1407.49143991153	1283.68096842364	1229.44480793663	1206.81525199912
GMEB2	526.651079377833	666.289464941881	582.235667589301	433.78921775592	521.686422680629	497.957749611286
RGS12	260.524204160311	321.143245214224	315.926136152803	212.240218129506	232.875339664876	256.594699211463
RAB3B	7637.37442948811	7209.99693056985	7501.22056608963	8324.84329268497	8104.97505696382	8153.61877539986
C6orf1	829.195316467226	859.968638602006	826.268356091947	629.273629190992	787.666590042963	708.857502387831
WDFY2	352.968276604292	348.456974832959	354.404319402183	280.194323056936	268.263258927676	304.632976232787
MRPL44	460.352805200836	451.090383097299	468.826285380602	550.148986467272	534.24342629001	558.884344857844
RANGRF	32.6822478337307	43.8675051452419	52.6543560254672	17.6866848441255	20.5478240880773	29.2916323300757
FAM179B	119.523649220501	108.427229698617	120.497468596742	162.903676195893	157.533318008593	152.316488116394
DNM1	97.1129649916571	133.257892988376	98.2206256628907	77.2628864243377	78.7666590042963	65.6132564193695
RPS3A	4827.6348942968	3802.40223843851	4409.80231713288	4055.83609820289	3573.03829976011	3621.61742129056
RP11-529F4.1	46.6889254767582	69.5258572113267	60.7550261832314	33.5116133888694	38.8125566108127	31.6349629164817
FOXC2	527.584857887368	815.273444680439	587.298586437903	430.996583306848	585.612986510203	482.726100799647
MGRN1	3174.84693241956	4087.12717749442	3444.80998458922	2842.90186915575	3320.75668178983	3010.00813823858
AMH	20.5431272097736	20.692219408133	19.2390916246899	5.5852688981449	7.99082047869673	9.37332234562422
RP11-755F10.3	14.0066776430275	24.0029745134342	13.1635890063668	5.5852688981449	7.99082047869673	2.34333058640605
ATP11C	582.677789949943	623.249648572965	651.091363930296	726.084956758837	698.626018994628	761.582440581967
ANKFY1	1465.09848146067	1476.59677696437	1530.01407604771	1744.46565252059	1679.21384630898	1630.95808813861
C18orf25	431.405671405246	451.090383097299	444.52427490731	547.3563520182	510.27096485392	527.249381941362
CHAMP1	44.8213684576879	48.8336378031938	27.3397617824541	76.3320082746469	61.6434722642319	64.4415911261665
RPL39L	88.7089584058406	63.7320357770495	54.6795235649082	47.4747856342316	42.2371939588256	33.9782935028878
USP31	230.643291855186	259.066586989825	245.045272272367	198.277045884144	200.912057750089	168.719802221236
C12orf10	600.419581631111	662.97870983658	572.109829892095	486.849272288297	499.997052809881	548.339357219017
MYL6B	594.8169105739	561.172990348566	590.336337747065	464.508196695717	493.147778113855	510.84606783652
PTBP1	7826.93146692375	8483.80995733451	7584.25243520672	6765.62239195285	7142.6519621722	7463.50791770328
TRAM2	10291.172953587	9741.06920857267	10298.9895218274	11116.5468636077	10940.5747811185	11244.4718188694
SEPT10	1106.52753379917	1125.65673580243	1146.24482732363	1388.8701993387	1211.18007541389	1279.45850017771
FAM162B	66.2982741769967	81.9411888562065	70.8808638804366	37.2351259876326	51.3695602201932	49.2099423145271
TXNDC15	1126.13688249941	1002.33110812996	1078.40171475236	1285.54272472302	1164.37669832438	1245.48020667482
GOLGA7	736.751244023245	709.329281310798	703.745719955763	907.606195948546	817.346780392408	789.70240761884
BZW1P2	90.5765154249109	84.4242551851825	107.333879590375	122.875915759188	144.976314399212	130.054847545536
ZNF514	207.298829116806	177.953086909943	214.667759180751	154.525772848675	142.69322283387	154.6598187028
FAM46A	198.89482253099	239.202056358017	227.831348187118	293.226617152607	264.838621579663	289.401327421148
TNKS1BP1	4702.50857401909	5230.99306637601	4772.30730669282	4038.14941335876	4642.6666981228	4343.36324190362
AC025165.8	47.6227039862934	53.7997704611457	44.553685867703	20.479319293198	27.3970987841031	33.9782935028878
AKAP10	374.445182323601	388.186036096574	411.109010506532	472.886100042935	480.590774504475	460.46446022879
AC093162.5	52.2915965339692	67.8704796586761	52.6543560254672	27.9263444907245	29.680190349445	43.351615848512
PDP1	604.154695669251	562.000679124891	581.22308381958	681.402805573677	647.256458774435	735.805804131501
PAQR7	782.506390990468	835.137975312246	732.098065507938	906.675317798855	891.547256266021	940.847230442031
HSPB3	128.861434315853	124.153316448798	109.359047129816	156.387529148057	162.099501139276	173.406463394048
AAMP	2348.45295148094	2318.35626248722	2286.41415202894	1962.29113954824	2094.73651120121	2139.46082538873
RP11-742N3.1	2258.81021456556	1828.36450690263	1998.84036142831	1712.8157954311	1781.95296674937	1783.27457625501
FAM229A	82.1725088390944	96.8395868300622	67.843112571275	40.9586385863959	51.3695602201932	64.4415911261665
ASNA1	2962.87921075508	2894.42765080964	2824.09613375054	2566.43105869758	2597.01665557644	2639.76190558642
ZNF783	279.199774351014	316.177112556272	264.284363897056	163.834554345584	218.035244490154	267.13968685029
KRT10	679.7907549416	622.421959796639	677.41854194303	567.835671311398	507.987873288578	588.17597718792
MYO5A	1484.70783016091	1381.41256768696	1513.81273573218	1694.19823243729	1584.46554634729	1697.74300985119
WIPI2	3272.89367592075	3191.56792151043	3298.99792174946	3529.88994362757	3545.641200976	3784.47889704578
MUL1	1116.79909740406	1146.34895521057	1152.32032994195	1199.90193495146	1344.74093198639	1390.76670303199
CCDC170	28.9471337955901	24.8306632897596	29.3649293218952	53.0600545323765	46.8033770895094	45.6949464349181
ADCY4	178.351695321216	169.67619914669	178.214743470812	127.530306507642	132.419310789831	134.741508718348
NCEH1	972.997206935641	1060.26932247273	1033.84802888465	1166.39032156259	1158.66896941103	1189.24027260107
DRD4	24.2782412479143	28.9691071713861	23.289426703572	10.239659646599	13.6985493920515	9.37332234562422
ENTPD6	2431.55923882957	2488.03246163391	2392.7354478496	2080.51266455897	2205.4664521203	2243.7390364838
CD2BP2	1631.31105615793	1517.15352700431	1529.00149227799	1339.53365740508	1374.42112233584	1409.51334772324
MED1	533.187528944579	548.757658703686	593.374089056226	665.577877028933	627.850180469028	686.595861816974
AP3B1	1212.04450537664	1064.40776635436	1070.30104459459	1325.57048515972	1257.9834525034	1268.91351253888
EPHA1	73.768502253278	88.5626990668091	88.0947879656855	50.2674200833041	53.6526517855352	59.7549299533544
MAFG	923.506945930277	912.940720286826	860.696204262444	793.108183536575	752.278670780163	782.672415859622
PQBP1	225.97439930751	50.4890153558444	272.385034054821	62.3688360292847	51.3695602201932	36.3216240892938
IL12A	313.749579203815	276.448051292656	293.649293218952	361.180722080037	335.614460105263	400.709530275435
RPS28	3799.54475529858	3333.10270226206	3534.92994009435	3167.77834339785	2978.29294698854	3299.40946565972
RCE1	354.835833623362	364.18306158314	361.492405790227	280.194323056936	269.404804710347	323.379620924035
MTMR12	452.882577124555	432.881230018142	437.436188519266	532.462301623147	513.695602201932	530.764377820971
GATSL2	14.9404561525626	58.7659031190976	53.6669397951877	14.8940503950531	21.6893698707483	21.0899752776545
MAGEH1	312.81580069428	303.761780911392	300.737379606995	414.240776612413	342.463734801288	374.932893824969
RPL4	17852.9113238028	16088.6144342115	17328.3460512273	15568.0061754292	15507.899457585	15401.5402791538
RP11-73M18.8	465.021697748512	418.810520820611	421.234848203737	384.452675822307	347.029917931972	335.096273856066
CD63	29272.0887169083	25259.4060758961	27193.9497196144	31336.1511530419	29105.9928207615	30794.8789012552
DDX60L	459.419026691301	404.739811623081	497.178630932777	550.148986467272	536.526517855352	551.854353098626
FAM155A	155.007232582837	154.777801172835	136.698808912271	204.79319293198	198.628966184747	185.123116326078
P2RY11	91.5102939344461	76.9750561982546	70.8808638804366	50.2674200833041	55.9357433508771	48.0382770213241
THAP4	819.857531371874	809.479623246161	775.63916760592	608.794309897794	721.456934648047	713.544163560643
QPRT	4243.08954732779	4601.12190759244	4270.06575691144	4646.01284510686	4977.13961244539	5003.01080197692
MED25	1438.95268319369	1805.18922116552	1515.83790327162	1173.83734676012	1466.88633073218	1374.36338892715
SOD2	3722.9749175167	3635.2091056208	3631.1253982178	4232.70294664414	3976.00396104296	3973.11700925146
AMIGO2	175.550359792611	146.500913409581	150.874981688358	213.171096279197	208.902878228786	198.011434551312
ANAPC11	1283.01167210132	1287.05604718587	1170.54683779692	1068.64811584506	1044.51439114393	1143.54532616615
LPAR1	2362.45962912397	2291.87022164481	2475.76731696668	2712.57892819904	2603.86593027246	2651.47855851845
COL1A1	179779.442662296	221583.04537638	208769.458722129	204400.36235281	262858.039646729	242003.951315206
FMNL3	884.288248529801	936.94369480026	957.904246155615	781.937645740286	833.328421349801	785.015746446028
FAM120B	870.281570886773	829.344153877969	895.124052432942	983.007326073502	995.427922489078	1007.6321521546
AKT2	3539.95432964781	3713.01185059538	3490.37625422664	2996.49676385474	3336.73832274722	3263.08784157043
PLCD4	122.324984749107	129.947137883075	134.67364137283	99.6039620169173	76.4835674389544	97.2482193358512
DYNC1I2	1809.66275147915	1695.10661391425	1824.67595303638	2115.88603424722	1925.78773536591	1981.28601080632
PTCH2	22.4106842288439	19.8645306318076	22.2768429338515	11.1705377962898	5.7077289133548	8.20165705242119
BBS1	22.4106842288439	16.5537755265064	14.1761727760873	7.44702519752653	3.42463734801288	7.02999175921816
RP5-890O3.9	33.6160263432659	34.7629286056634	51.6417722557467	24.2028318919612	15.9816409573935	21.0899752776545
PDIA3	7426.34048633316	6663.72233819514	7234.91103465314	8189.8659609798	7724.84031133439	7785.71587333411
MANEA	111.119642634685	123.325627672472	123.535219905904	180.590361040018	165.524138487289	140.599835184363
SGIP1	1399.73398579321	1368.99723604208	1456.09546085811	1669.99540054532	1597.02254995667	1524.33654645714
MPST	776.903719933257	1017.22950610382	775.63916760592	603.209040999649	757.986399693518	738.149134717907
CTD-2517M14.5	8.40400658581648	28.1414183950608	16.2013403155284	3.72351259876326	6.84927469602577	5.85832646601513
AF127936.7	47.6227039862934	56.2828367901216	55.6921073346288	91.2260586697	70.7758385255996	83.1882358174149
DENND6B	143.801890468415	169.67619914669	157.963068076402	101.465718316299	127.853127659148	115.9948640271
RYK	899.228704682363	908.8022764052	889.048549814619	1052.82318730031	1052.50521162263	991.228838049761
DHRS4	384.716745928488	357.561551372538	341.240730395816	292.295739002916	305.934269755818	280.028005075523
TANGO6	358.570947661503	350.11235238561	357.442070711345	430.996583306848	414.381119109559	444.061146123947
FES	259.590425650776	263.205030871451	232.89426703572	179.659482890328	184.930416792696	222.616405708575
ELL	483.697267939215	542.136148493084	492.115712084174	382.590919522925	431.504305849623	444.061146123947
INO80B	592.949353554829	626.560403678266	531.606479103275	479.40224709077	485.156957635158	502.644410784099
ABHD16B	229.70951334565	273.137296187355	223.781013108236	164.765432495274	206.619786663444	187.466446912484
MYH11	179.285473830752	172.986954251992	131.635890063668	235.512171871776	205.478240880773	202.698095724124
NRXN3	465.955476258047	538.825393387782	552.870738267405	624.619238442538	598.169990119584	635.042588916041
LLfos-48D6.1	6.53644956674615	9.1045765395785	15.1887565458078	0.930878149690816	3.42463734801288	1.17166529320303
HSD17B4	1349.30994627831	1282.08991452792	1285.98138754506	1508.02260249912	1418.94140786	1518.47821999112
DGKZ	1842.34499931288	2380.43292071162	1984.66418865222	1586.21636707315	1889.25827032044	1798.50622506665
VPS13C	747.022807628131	662.151021060255	667.292704245825	854.546141416169	800.223593652344	777.98575468681
MT-TN	2972.21699585043	2173.51072663029	2800.80670704697	3461.93583870015	2824.18426632796	3162.32462635497
FAM172A	260.524204160311	313.694046227296	300.737379606995	388.17618842107	336.756005887933	363.216240892938
TCEB2	2933.93207695949	2585.69973724029	2422.10037717149	2197.80331142002	2264.82683281919	2458.15378513995
CHAC1	380.981631890347	433.708918794467	409.083842967091	324.876474242095	367.577742020049	301.117980353178
DNAH10OS	35.4835833623362	32.2798622766874	19.2390916246899	18.6175629938163	6.84927469602577	11.7166529320303
SYNGR1	441.677235010133	409.705944281033	395.920253960724	446.821511851592	552.508158812745	521.391055475347
FILIP1L	1265.26988042015	1286.22835840954	1269.78004722954	1425.17444717664	1415.51677051199	1485.67159178144
GSR	652.71117816508	645.597245533748	664.254952936663	794.039061686266	721.456934648047	773.299093513998
IKZF2	149.404561525626	129.947137883075	129.610722524227	194.553533285381	176.939596313999	172.234798100845
SMOX	528.518636396903	471.782602505431	447.562026216471	402.139360666433	399.541023934836	396.022869102623
RP3-428L16.2	259.590425650776	272.30960741103	264.284363897056	332.323499439621	339.039097453275	314.006298578411
EXTL3	1944.12685685221	1927.68716006167	2024.15495567133	2119.60954684599	2238.57127981775	2254.28402412262
SNCG	380.981631890347	393.979857530852	390.857335112122	312.775058296114	296.80190349445	343.297930908487
PRPS2	309.080686656139	348.456974832959	350.353984323301	422.618679959631	396.116386586823	410.082852621059
KDELC1	296.941566032182	295.484893148139	258.208861278733	365.835112828491	342.463734801288	344.46959620169
RP11-370B11.1	28.0133552860549	19.0368418554823	23.289426703572	39.0968822870143	39.9541023934836	50.3816076077302
DNMT3B	108.318307106079	129.11944910675	125.560387445345	80.986399023101	89.040571048335	86.703231697024
PEBP1	4245.89088285639	4020.9120753884	4134.37953176889	4593.88366872418	4561.61694755316	4522.62803176368
IARS2	2136.48522981646	2048.52972140516	2257.04922270705	2480.79026892602	2372.13213639026	2374.96554932254
B3GALTL	261.457982669846	240.029745134342	248.083023581528	320.222083493641	297.943449277121	314.006298578411
NMD3	599.485803121575	568.622189335494	599.44959167455	700.020368567494	697.484473211957	670.192547712131
GSPT1	2439.96324541538	2387.88211969854	2426.15071225037	2760.05371383327	2627.83839170855	2679.59852555532
MTG2	968.328314387965	1028.81714897237	993.344678095833	790.315549087503	868.716340612601	920.928920457579
CTB-50L17.9	21.4769057193088	22.3475969607836	26.3271780127336	14.8940503950531	6.84927469602577	5.85832646601513
CNRIP1	573.340004854591	549.585347480011	547.807819418803	498.950688234277	466.892225112423	432.344493191917
RAD51	124.192541768177	108.427229698617	121.510052366463	90.2951805200092	66.2096553949157	89.04656228343
RARG	665.784077298572	709.329281310798	644.003277542252	572.490062059852	539.951155203365	601.064295413153
SPSB1	223.173063778904	234.235923700065	238.969769654043	186.175629938163	167.807230052631	187.466446912484
SUV420H2	111.119642634685	125.808694001448	136.698808912271	78.1937645740285	95.8898457443607	90.2182275766331
NIPSNAP3A	639.638279031587	538.825393387782	640.965526233091	821.0345280273	692.918290081273	670.192547712131
KCNAB3	17.7417916811681	19.0368418554823	19.2390916246899	5.5852688981449	5.7077289133548	9.37332234562422
UBXN1	1311.95880589691	1328.44048600214	1349.77416503746	1064.92460324629	1220.31244167526	1199.7852602399
TNFRSF10A	197.02726551192	174.642331804642	208.592256562428	255.060613015284	243.149251708915	242.534715693027
FGFR1OP	146.603225997021	114.221051132894	111.384214669258	84.7099116218643	97.0313915270317	78.5015746446028
ANKRD50	303.478015598928	287.208005384885	312.888384843642	378.867406924162	348.171463714643	379.619554997781
CTD-3074O7.12	167.146353206794	148.983979738557	161.000819385563	232.719537422704	206.619786663444	185.123116326078
COMMD8	292.272673484506	273.96498496368	281.498287982305	393.761457319215	343.605280583959	315.177963871614
IVNS1ABP	620.028930331349	575.243699546096	720.959644041012	764.25096089616	745.429396084137	760.410775288765
NPRL2	263.325539688916	250.789699226571	226.818764417397	181.521239189709	191.779691488721	206.213091603733
UROD	1743.36447730215	1457.55993510889	1578.6180969943	1349.77331705168	1365.28875607447	1441.14831063972
RPS4Y1	2672.47409428964	2242.20889506529	2429.18846355953	2192.21804252187	2125.55824733333	2140.63249068193
DLL1	88.7089584058406	111.737984803918	103.283544511493	64.2305923286663	59.36038069889	82.0165705242119
AZIN1	1303.55479931109	1234.91165427737	1300.15756032115	1563.87529148057	1377.84575968385	1436.46164946691
DPYSL2	1073.84528596544	1089.23842964412	1105.74147653481	1226.8974012925	1235.15253684998	1250.16686784763
STAG3	71.9009452342076	86.9073215141584	102.270960741773	53.9909326820673	67.3512011775867	48.0382770213241
ZNF622	1515.52252097557	1374.79105747635	1458.12062839755	1597.38690486944	1642.68438126351	1684.85469162595
ANO4	130.728991334923	110.910296027593	134.67364137283	139.631722453622	187.213508358038	188.638112205687
CDAN1	584.545346969013	715.123102745075	633.877439845047	492.434541186442	565.065162422126	556.541014271438
AP000350.5	44.8213684576879	52.1443929084951	66.8305288015545	28.8572226404153	38.8125566108127	26.9483017436696
RBMS3	186.755701907033	247.47894412127	220.743261799074	328.599986840858	272.82944205836	248.393042159042
DLK2	47.6227039862934	51.3167041321697	38.4781832493799	31.6498570894877	21.6893698707483	22.2616405708575
SDE2	321.219807280096	330.247821753802	324.026806310567	407.724629564577	368.71928780272	411.254517914262
MOB4	195.159708492849	208.57757163398	164.038570694725	292.295739002916	218.035244490154	234.333058640605
SOX4	372.57762530453	475.093357610733	395.920253960724	498.950688234277	505.704781723236	510.84606783652
GOPC	1004.74567625984	969.223557076948	913.350560287912	1158.94329636507	1047.93902849194	1115.42535912928
IRF2BP1	837.599323053042	1207.59792465864	857.658452953283	650.68382663388	821.912963523092	855.31566403821
SPTAN1	12121.378832276	11585.9874910018	12321.1193099593	12723.2425499741	13397.1813054264	13440.1725783319
LINC00342	197.961044021455	164.710066488738	218.718094259633	154.525772848675	152.967134877909	123.024855786318
SLC30A9	923.506945930277	841.759485522849	857.658452953283	1026.75859910897	1017.11729235983	974.825523944918
CTB-89H12.4	222.239285269369	239.202056358017	245.045272272367	206.654949231361	181.505779444683	152.316488116394
WRAP53	191.424594454709	216.854459397233	196.441251325781	158.249285447439	160.957955356606	142.943165770769
C14orf159	429.538114386176	455.228826978925	484.01504192641	369.558625427254	360.728467324024	401.881195568638
SLC35F6	982.334992030993	989.915776485081	1038.91094773326	1102.15972923393	1141.54578267096	1204.47192141271
ATP6V0A1	1921.71617262337	2054.32354283944	1804.42427764197	2100.06110570248	2208.89108946831	2230.85071825856
TBC1D3F	136.331662392134	201.956061423378	176.189575931371	143.355235052386	115.296124049767	111.308202854288
UBE4B	1349.30994627831	1360.72034827882	1390.27751582628	1575.04582927686	1566.20081382456	1485.67159178144
TOR2A	196.093487002384	220.165214502535	204.541921483546	136.83908800455	173.514958965986	164.033141048424
MRGBP	399.65720208105	412.189010610009	423.260015743179	323.014717942713	363.011558889366	331.581277976457
SPATA18	299.742901560788	285.552627832235	266.309531436497	352.802818732819	326.482093843895	372.589563238563
GCNT1	735.817465513709	729.193811942606	687.544379640235	892.712145553493	781.958861129608	833.054023467352
ENOSF1	387.518081457093	384.047592214948	316.938719922524	278.332566757554	294.518811929108	305.80464152599
RP11-156P1.3	167.146353206794	172.159265475666	168.088905773607	217.825487027651	218.035244490154	216.75807924256
MAP2K1	1844.21255633195	1935.13635904859	1945.17342163312	2141.01974428888	2123.27515576799	2132.43083362951
UBE2J2	1080.38173553219	1229.1178328431	1097.64080637705	955.080981582777	968.030823704975	1032.23712331187
FGF14	375.378960833136	322.798622766874	318.963887461965	511.982982329949	386.984020325456	377.276224411375
GSTM3	524.783522358762	489.991755584588	520.468057636349	611.586944346866	569.63134555281	632.699258329635
RPRD2	449.147463086414	458.539582084226	468.826285380602	538.978448670983	517.120239549945	581.145985428701
RFXANK	692.863654075092	768.095184429895	690.582130949397	547.3563520182	672.370465993196	592.862638360732
NARS	2258.81021456556	2034.45901220763	2386.65994523127	2599.01179393676	2450.89879539455	2509.70705804088
FPGS	2211.18751057927	2457.40797690987	2097.0609870912	1777.04638775977	2102.72733167991	2008.23431254999
RPSAP58	502.372838129918	455.228826978925	359.467238250786	340.701402786839	368.71928780272	349.156257374502
NEK9	2298.02891196604	2055.15123161577	2244.8982174704	2463.1035840819	2420.07705926244	2524.93870685252
ALDH16A1	853.47355771514	1115.72447048653	822.218021013065	628.342751041301	833.328421349801	807.277387016886
TSPAN9	1166.28935840942	1268.84689410671	1106.75406030453	1302.29853141745	1335.60856572502	1432.9466535873
KANK4	14.0066776430275	12.4153316448798	6.07550261832314	31.6498570894877	20.5478240880773	23.4333058640605
BLCAP	2507.19529810192	2425.12811463318	2427.16329602009	2711.64805004935	2642.67848688327	2844.80333189695
ZSWIM4	929.109616987488	1143.03820010526	953.853911076733	735.393738255745	982.870918879697	789.70240761884
GPC3	404.326094628726	394.807546307177	444.52427490731	525.01527642562	482.873866069816	481.554435506444
IMPACT	446.346127557808	439.502740228744	434.398437210104	552.941620916345	511.412510636591	504.987741370505
MAPK14	1131.73955355662	1085.09998576249	1181.68525926385	1306.02204401621	1269.39891033011	1285.31682664372
POMZP3	115.78853518236	84.4242551851825	99.2332094326112	64.2305923286663	60.5019264815609	77.3299093513998
SPAG7	1039.29548111264	928.666807037007	943.728073379527	808.933112081319	837.894604480485	871.718978143052
PTPRM	2197.18083293624	1999.69608360197	2132.50141903142	2379.32455060973	2324.18721351808	2379.65221049535
ENTPD5	412.730101214543	371.632260570068	407.05867542765	497.088931934896	460.042950416397	471.009447867617
PABPN1	904.831375739574	974.1896897349	938.665154530925	897.366536301947	736.29702982277	767.440767047983
SCFD1	592.949353554829	588.486719967301	620.713850838681	766.112717195542	639.265638295738	718.230824733456
SIAE	1045.83193067938	984.121955050804	1058.15003935795	1230.62091389126	1159.8105151937	1136.51533440694
ZEB1	1186.83248561919	1165.38579706605	1143.20707601447	1127.29343927558	929.218267094162	946.705556908046
RP11-887P2.3	383.782967418952	339.352398293381	319.976471231685	370.489503576945	442.919763676333	483.89776609285
COMMD4	1020.61991092193	938.599072352911	981.193672859187	751.218666800489	849.310062307195	918.585589871173
ZFAND2B	448.213684576879	478.404112716034	468.826285380602	403.070238816123	368.71928780272	390.164542636608
TMEM170A	120.457427730036	115.048739909219	130.623306293947	100.534840166608	74.2004758736125	82.0165705242119
SLC35F2	302.544237089393	279.758806397958	322.001638771126	376.07477247509	356.16228419334	373.761228531766
CCDC132	205.431272097736	184.574597120546	222.768429338515	269.954663410337	252.281617970282	254.251368625057
TECPR1	1274.6076655155	1513.84277189901	1303.19531163031	1080.74953179104	1268.25736454744	1169.32196261662
TBC1D23	696.598768113232	734.987633376883	705.770887495204	932.739905990198	783.100406912279	790.874072912043
ARFIP1	437.008342462457	373.287638122719	420.222264434017	534.324057922528	437.212034762978	523.734386061753
ABHD13	184.888144887963	186.229974673197	204.541921483546	253.198856715902	237.44152279556	240.191385106621
RP11-203B9.4	31.7484693241956	29.7967959477115	30.3775130916157	22.3410755925796	10.2739120440386	9.37332234562422
CCDC86	1228.85251854828	1285.40066963322	1255.60387445345	1035.13650245619	1106.15786340816	1163.46363615061
MAP3K5	501.439059620383	513.994730098023	531.606479103275	632.997141789755	610.726993728964	577.630989549092
RBMX	1788.18584575984	1605.71622607112	1835.81437450331	1627.17500565955	1440.63077773075	1498.55991000667
NAA30	417.398993762218	551.240725032662	421.234848203737	540.840204970364	535.384972072681	643.244245968462
PRELID1	1699.476887354	1917.75489474576	1579.63068076402	1420.52005642819	1557.06844756319	1540.73986056198
C5orf28	244.649969498213	286.38031660856	236.944602114602	337.908768337766	304.792723973147	317.52129445802
MMGT1	10.2715636048868	21.5199081844583	8.10067015776418	17.6866848441255	36.5294650454708	38.6649546756999
SPTBN2	144.73566897795	170.503887923016	145.812062839755	110.774499813207	105.022212005728	124.196521079521
ABTB1	711.539224265795	828.516465101644	687.544379640235	595.762015802122	688.352106950589	587.004311894716
UBAC2	976.732320973782	958.463602984719	967.017500083099	1069.57899399475	1123.28105014823	1116.59702442248
AGA	240.914855460072	234.235923700065	237.957185884323	290.433982703535	302.509632407805	292.916323300757
RPL17	210.100164645412	238.374367581692	181.252494779974	161.972798046202	163.241046921947	155.831483996003
HIST2H2BE	15.8742346620978	20.692219408133	21.264259164131	27.9263444907245	51.3695602201932	33.9782935028878
FAM129A	1116.79909740406	1028.81714897237	1106.75406030453	1187.80051900548	1284.23900550483	1240.79354550201
FAM21A	185.821923397498	185.402285896871	163.025986925004	301.604520499824	188.355054140709	223.788071001778
RAB11B	3360.66885581706	3953.86928450605	3475.18749768083	2695.8231215046	3417.78807331686	3205.67624220348
HIRIP3	147.537004506556	159.743933830786	192.390916246899	127.530306507642	118.72076139778	123.024855786318
CCDC74A	106.450750087009	86.9073215141584	95.1828743537291	51.1982982329949	69.6342927429286	73.8149134717907
NACC1	3936.81019620025	4501.79925443341	4090.83842967091	3398.63612452117	3924.63440082276	3756.3589300089
FTO	443.544792029203	381.564525885972	484.01504192641	527.807910874693	527.394151593984	521.391055475347
ATP2A1	28.0133552860549	54.627459237471	35.4404319402183	16.7558066944347	10.2739120440386	30.4632976232787
DAAM1	247.451305026819	227.614413489463	286.561206830908	294.157495302298	324.199002278553	337.439604442472
DERL2	771.301048876046	645.597245533748	691.594714719117	829.412431374517	800.223593652344	836.569019346961
ENPP5	141.934333449345	151.467046067533	176.189575931371	202.931436632598	211.185969794128	198.011434551312
IGFBP2	5274.91480036414	6136.48458767591	5303.9137857961	5689.52725091027	6922.33362611671	6526.17568314086
PIK3R4	370.71006828546	372.459949346393	424.272599512899	485.918394138606	434.928943197636	487.412761972459
ADCY9	1534.19809116627	1770.42629255986	1681.90164150579	1755.63619031688	2060.49013772108	1908.64276262773
TC2N	69.0996097056021	55.4551480137963	51.6417722557467	90.2951805200092	76.4835674389544	98.4198846290543
MUC1	280.133552860549	329.420132977477	294.661876988672	254.129734865593	234.016885447547	234.333058640605
PPP2R5E	560.267105721099	624.07733734929	606.537678062593	680.471927423987	697.484473211957	719.402490026659
DDHD1	345.498048528011	380.736837109646	379.718913645196	433.78921775592	446.344401024346	451.091137883165
RP13-516M14.1	55.0929320625747	46.3505714742178	42.528518328262	32.5807352391786	20.5478240880773	28.1199670368726
VIMP	1343.7072752211	1139.72744499996	1250.54095560485	1540.6033377383	1305.92837537558	1476.29826943581
MESDC1	841.334437091183	1291.1944910675	962.967165004217	554.803377215726	794.515864738989	731.119142958689
AC012360.6	119.523649220501	107.599540922291	107.333879590375	90.2951805200092	71.9173843082705	70.2999175921816
RRP1	828.261537957691	761.473674219293	716.90930896213	631.135385490373	621.000905773003	710.029167681034
AIM1	236.245962912397	216.026770620908	228.843931956838	181.521239189709	175.798050531328	174.578128687251
FBXO44	469.690590296188	542.136148493084	462.750782762279	398.415848067669	441.778217893662	379.619554997781
NPM3	295.074009013112	270.654229858379	251.12077489069	224.341634075487	190.63814570605	228.47473217459
BRSK1	416.465215252683	437.019673899768	435.411020979825	305.328033098588	390.408657673469	360.872910306532
SPATA33	137.265440901669	123.325627672472	130.623306293947	72.6084956758837	123.286944528464	74.9865787649937
EIF2AK3	154.073454073302	168.848510370365	190.365748707458	233.650415572395	206.619786663444	222.616405708575
